,uid,reg_date,device,gender,country,age,Flag
7816,81950281.0,2017-12-20T00:00:00Z,iOS,F,BRA,16,Control
7817,45524625.0,2017-12-03T00:00:00Z,iOS,M,USA,20,Control
7821,37282033.0,2018-02-16T00:00:00Z,iOS,M,BRA,15,Control
7824,43416947.0,2017-04-23T00:00:00Z,and,M,USA,28,Control
7827,76414063.0,2017-11-14T00:00:00Z,iOS,M,DEU,19,Control
7828,28989224.0,2017-02-03T00:00:00Z,iOS,F,BRA,22,Control
7830,80455264.0,2017-06-17T00:00:00Z,and,M,BRA,20,Control
7832,36591733.0,2017-09-21T00:00:00Z,and,F,USA,17,Control
7833,67117120.0,2018-02-10T00:00:00Z,iOS,F,BRA,18,Control
7836,85093037.0,2017-11-02T00:00:00Z,and,F,USA,16,Control
7838,42124264.0,2017-08-14T00:00:00Z,and,M,CAN,28,Control
7839,80334500.0,2017-04-22T00:00:00Z,and,F,FRA,26,Control
7840,33808649.0,2017-07-20T00:00:00Z,and,F,USA,15,Control
7841,37531575.0,2018-03-17T00:00:00Z,and,F,BRA,20,Control
7842,75908743.0,2016-03-19T00:00:00Z,and,M,TUR,41,Control
7845,79271090.0,2016-03-20T00:00:00Z,iOS,F,USA,36,Control
7846,38614235.0,2017-09-29T00:00:00Z,and,M,USA,15,Control
7852,14483132.0,2017-09-07T00:00:00Z,and,M,BRA,26,Control
7853,48847272.0,2017-07-17T00:00:00Z,iOS,F,BRA,29,Control
7854,70701648.0,2018-01-25T00:00:00Z,iOS,F,BRA,15,Control
7857,46783419.0,2017-09-26T00:00:00Z,and,F,BRA,26,Control
7861,47665122.0,2016-12-17T00:00:00Z,iOS,F,BRA,16,Control
7866,99217078.0,2017-01-23T00:00:00Z,iOS,M,USA,21,Control
7867,81623623.0,2018-03-10T00:00:00Z,and,M,BRA,27,Control
7869,68220003.0,2016-03-20T00:00:00Z,iOS,F,USA,20,Control
7870,55150337.0,2016-07-04T00:00:00Z,and,M,BRA,16,Control
7871,79357759.0,2018-03-11T00:00:00Z,iOS,M,BRA,16,Control
7872,13603409.0,2017-09-02T00:00:00Z,iOS,F,USA,45,Control
7873,64342681.0,2017-09-12T00:00:00Z,iOS,F,USA,15,Control
7875,97203019.0,2018-01-14T00:00:00Z,and,M,USA,23,Control
7878,78369154.0,2018-02-19T00:00:00Z,and,M,DEU,35,Control
7880,92406387.0,2017-12-12T00:00:00Z,and,F,FRA,21,Control
7883,93555315.0,2017-12-18T00:00:00Z,iOS,F,DEU,18,Control
7885,59638103.0,2017-10-27T00:00:00Z,and,F,USA,15,Control
7886,93964656.0,2017-07-24T00:00:00Z,iOS,F,DEU,29,Control
7892,63424915.0,2016-08-19T00:00:00Z,and,F,USA,32,Control
7893,40722416.0,2018-01-14T00:00:00Z,iOS,M,USA,15,Control
7895,11424600.0,2017-07-03T00:00:00Z,and,M,USA,18,Control
7897,87584963.0,2017-05-12T00:00:00Z,iOS,F,USA,33,Control
7898,91380878.0,2018-02-11T00:00:00Z,and,F,BRA,47,Control
7903,84695404.0,2016-09-29T00:00:00Z,iOS,M,TUR,22,Control
7906,71982031.0,2018-02-07T00:00:00Z,iOS,M,BRA,23,Control
7909,28531596.0,2018-01-21T00:00:00Z,and,F,USA,20,Control
7910,88324599.0,2017-11-07T00:00:00Z,and,F,BRA,25,Control
7911,65452141.0,2015-10-28T00:00:00Z,and,F,CAN,31,Control
7914,32912962.0,2016-01-07T00:00:00Z,iOS,F,USA,32,Control
7917,68294302.0,2018-02-28T00:00:00Z,and,M,BRA,17,Control
7918,62753836.0,2018-02-04T00:00:00Z,iOS,M,BRA,17,Control
7924,74810758.0,2016-09-08T00:00:00Z,and,M,USA,17,Control
7925,91852624.0,2018-02-23T00:00:00Z,and,M,BRA,73,Control
7932,56468345.0,2016-11-01T00:00:00Z,iOS,M,USA,20,Control
7934,51393148.0,2017-12-22T00:00:00Z,and,M,BRA,18,Control
7936,46757757.0,2018-02-25T00:00:00Z,and,M,BRA,18,Control
7938,33112698.0,2018-02-22T00:00:00Z,iOS,M,DEU,16,Control
7940,69342598.0,2017-03-26T00:00:00Z,and,M,USA,21,Control
7941,75063732.0,2017-03-05T00:00:00Z,iOS,F,TUR,19,Control
7942,50007641.0,2017-07-17T00:00:00Z,and,M,BRA,15,Control
7945,40957448.0,2016-06-09T00:00:00Z,and,F,CAN,15,Control
7946,49728333.0,2017-02-22T00:00:00Z,and,F,DEU,32,Control
7947,16250504.0,2017-10-06T00:00:00Z,and,M,BRA,43,Control
7949,76310083.0,2017-09-05T00:00:00Z,and,M,FRA,15,Control
7952,58948792.0,2018-01-11T00:00:00Z,iOS,F,DEU,26,Control
7955,61384231.0,2017-07-29T00:00:00Z,and,M,BRA,22,Control
7956,90808302.0,2016-10-06T00:00:00Z,iOS,F,USA,32,Control
7958,65796063.0,2017-12-13T00:00:00Z,and,M,USA,45,Control
7960,77606914.0,2017-09-08T00:00:00Z,iOS,F,USA,35,Control
7961,30623397.0,2017-10-25T00:00:00Z,and,M,USA,62,Control
7966,17506907.0,2018-02-25T00:00:00Z,and,F,DEU,34,Control
7968,43610851.0,2015-12-30T00:00:00Z,and,M,BRA,22,Control
7971,98238337.0,2017-03-06T00:00:00Z,and,F,USA,29,Control
7974,61965898.0,2018-03-02T00:00:00Z,and,F,USA,24,Control
7975,28906083.0,2016-10-06T00:00:00Z,iOS,F,USA,22,Control
7977,36732006.0,2017-10-14T00:00:00Z,iOS,F,BRA,15,Control
7978,34748104.0,2017-02-01T00:00:00Z,and,M,USA,31,Control
7980,82722168.0,2017-12-14T00:00:00Z,and,F,BRA,39,Control
7981,55827553.0,2018-03-15T00:00:00Z,and,F,DEU,44,Control
7983,25486316.0,2016-05-22T00:00:00Z,iOS,F,TUR,17,Control
7984,91400211.0,2017-09-28T00:00:00Z,and,M,FRA,16,Control
7985,13809129.0,2017-05-24T00:00:00Z,and,M,TUR,17,Control
7988,41708798.0,2016-03-22T00:00:00Z,iOS,M,USA,20,Control
7991,78091451.0,2018-02-28T00:00:00Z,and,M,USA,20,Control
7994,97636407.0,2016-06-11T00:00:00Z,and,M,USA,29,Control
7997,45207456.0,2017-02-16T00:00:00Z,and,F,BRA,25,Control
8002,55286508.0,2017-02-24T00:00:00Z,iOS,M,USA,17,Control
8003,70424960.0,2018-03-18T00:00:00Z,iOS,F,USA,24,Control
8007,90088980.0,2018-02-02T00:00:00Z,iOS,F,USA,23,Control
8008,36690009.0,2016-08-20T00:00:00Z,iOS,M,USA,19,Control
8012,53861186.0,2016-09-15T00:00:00Z,and,F,TUR,52,Control
8015,65908968.0,2016-10-07T00:00:00Z,and,F,USA,28,Control
8016,74577179.0,2017-04-14T00:00:00Z,iOS,M,USA,22,Control
8018,84735736.0,2018-01-02T00:00:00Z,and,F,FRA,20,Control
8022,30680434.0,2018-03-14T00:00:00Z,iOS,M,BRA,43,Control
8023,63431124.0,2016-08-05T00:00:00Z,iOS,F,BRA,21,Control
8027,21329987.0,2017-05-06T00:00:00Z,iOS,F,USA,20,Control
8028,62051507.0,2016-07-05T00:00:00Z,and,M,FRA,26,Control
8029,76582834.0,2017-09-07T00:00:00Z,iOS,M,USA,21,Control
8030,81252477.0,2017-07-08T00:00:00Z,and,M,BRA,24,Control
8032,27593444.0,2018-01-06T00:00:00Z,iOS,M,USA,16,Control
8035,63273288.0,2016-05-24T00:00:00Z,and,F,FRA,26,Control
8038,96801902.0,2017-01-07T00:00:00Z,iOS,M,DEU,31,Control
8039,73751644.0,2017-06-15T00:00:00Z,iOS,F,USA,15,Control
8041,41536955.0,2016-06-13T00:00:00Z,and,F,FRA,16,Control
8045,88575690.0,2017-06-20T00:00:00Z,and,M,TUR,28,Control
8054,85388544.0,2017-07-16T00:00:00Z,and,M,DEU,30,Control
8059,80235962.0,2016-06-14T00:00:00Z,iOS,M,USA,50,Control
8061,21678281.0,2016-06-30T00:00:00Z,iOS,M,FRA,17,Control
8063,57608741.0,2017-06-01T00:00:00Z,and,M,CAN,27,Control
8064,75251075.0,2017-12-10T00:00:00Z,iOS,M,BRA,35,Control
8069,61306583.0,2015-10-05T00:00:00Z,and,F,USA,20,Control
8071,75942230.0,2016-09-17T00:00:00Z,and,M,USA,15,Control
8072,96835262.0,2015-02-17T00:00:00Z,and,F,USA,15,Control
8073,33207009.0,2016-05-23T00:00:00Z,and,F,BRA,15,Control
8075,76663844.0,2017-08-22T00:00:00Z,and,F,USA,16,Control
8080,55203626.0,2017-11-18T00:00:00Z,and,F,BRA,18,Control
8081,86434390.0,2017-06-30T00:00:00Z,iOS,M,USA,17,Control
8084,17820334.0,2017-06-23T00:00:00Z,iOS,F,USA,19,Control
8088,96562247.0,2017-07-02T00:00:00Z,iOS,F,BRA,27,Control
8092,86333914.0,2017-11-10T00:00:00Z,and,M,USA,17,Control
8095,43638416.0,2018-03-06T00:00:00Z,and,F,DEU,24,Control
8096,25810303.0,2018-02-14T00:00:00Z,iOS,M,USA,16,Control
8097,64247813.0,2017-05-14T00:00:00Z,and,M,TUR,49,Control
8101,85149062.0,2017-11-25T00:00:00Z,iOS,F,BRA,24,Control
8105,22382572.0,2017-12-10T00:00:00Z,iOS,F,USA,19,Control
8106,24321036.0,2016-11-23T00:00:00Z,and,M,USA,32,Control
8108,71385464.0,2017-05-05T00:00:00Z,and,F,USA,42,Control
8109,64621037.0,2016-03-18T00:00:00Z,and,M,FRA,26,Control
8113,88699608.0,2017-09-06T00:00:00Z,iOS,F,BRA,15,Control
8119,48922407.0,2017-07-16T00:00:00Z,and,F,USA,19,Control
8120,65957733.0,2018-02-24T00:00:00Z,iOS,F,USA,16,Control
8123,59350985.0,2018-03-04T00:00:00Z,and,F,FRA,15,Control
8124,51883967.0,2017-09-13T00:00:00Z,iOS,M,BRA,15,Control
8125,35989208.0,2018-02-10T00:00:00Z,iOS,F,TUR,15,Control
8126,80258914.0,2016-01-22T00:00:00Z,and,M,USA,15,Control
8130,58286797.0,2017-01-15T00:00:00Z,and,M,USA,17,Control
8131,56331279.0,2018-01-30T00:00:00Z,iOS,M,USA,25,Control
8132,88085532.0,2017-07-02T00:00:00Z,and,M,TUR,24,Control
8134,99975039.0,2015-10-13T00:00:00Z,and,F,BRA,21,Control
8137,30918299.0,2016-12-04T00:00:00Z,and,F,USA,35,Control
8138,16765904.0,2018-03-14T00:00:00Z,and,F,BRA,23,Control
8140,69849278.0,2017-10-18T00:00:00Z,and,M,DEU,16,Control
8143,33901048.0,2017-06-02T00:00:00Z,and,F,USA,15,Control
8144,64780980.0,2017-08-09T00:00:00Z,iOS,F,FRA,55,Control
8148,28554493.0,2017-03-19T00:00:00Z,and,F,USA,15,Control
8150,68614539.0,2018-03-10T00:00:00Z,iOS,F,USA,25,Control
8152,66915645.0,2017-01-10T00:00:00Z,and,F,FRA,35,Control
8158,80661380.0,2018-02-25T00:00:00Z,and,F,USA,26,Control
8164,12271363.0,2016-11-17T00:00:00Z,iOS,M,FRA,28,Control
8165,21717675.0,2017-07-11T00:00:00Z,and,M,USA,28,Control
8166,27608225.0,2017-04-28T00:00:00Z,and,M,TUR,16,Control
8167,55569319.0,2016-10-12T00:00:00Z,iOS,F,USA,17,Control
8170,50132690.0,2016-09-25T00:00:00Z,and,M,USA,19,Control
8174,74732627.0,2016-06-15T00:00:00Z,iOS,F,USA,20,Control
8177,77237363.0,2017-10-25T00:00:00Z,and,F,DEU,37,Control
8178,13047391.0,2015-06-25T00:00:00Z,iOS,M,BRA,22,Control
8181,91128965.0,2017-12-14T00:00:00Z,and,M,USA,15,Control
8184,57168349.0,2017-12-18T00:00:00Z,and,M,USA,15,Control
8187,25718425.0,2016-03-18T00:00:00Z,iOS,F,TUR,23,Control
8188,37754734.0,2017-04-08T00:00:00Z,and,F,TUR,18,Control
8192,29997722.0,2017-04-28T00:00:00Z,iOS,F,BRA,27,Control
8193,82277098.0,2018-01-11T00:00:00Z,and,M,USA,16,Control
8195,58707173.0,2017-07-29T00:00:00Z,iOS,M,FRA,28,Control
8196,40640518.0,2018-03-09T00:00:00Z,and,F,BRA,30,Control
8206,86014881.0,2018-02-05T00:00:00Z,iOS,F,USA,26,Control
8208,31731926.0,2017-10-24T00:00:00Z,and,F,DEU,20,Control
8209,15505939.0,2017-04-28T00:00:00Z,iOS,F,BRA,22,Control
8211,78300975.0,2017-10-28T00:00:00Z,and,M,USA,26,Control
8214,68825828.0,2018-02-21T00:00:00Z,and,M,USA,37,Control
8216,42346108.0,2017-10-07T00:00:00Z,and,F,USA,24,Control
8217,93447330.0,2018-03-14T00:00:00Z,iOS,M,USA,18,Control
8221,43051047.0,2018-02-26T00:00:00Z,iOS,M,BRA,23,Control
8222,29499944.0,2015-11-27T00:00:00Z,iOS,F,DEU,52,Control
8223,32447037.0,2018-02-21T00:00:00Z,and,M,FRA,33,Control
8224,83477797.0,2017-12-20T00:00:00Z,and,F,BRA,20,Control
8225,79048269.0,2017-08-16T00:00:00Z,and,F,DEU,16,Control
8228,89268489.0,2017-10-27T00:00:00Z,iOS,M,DEU,15,Control
8231,26501617.0,2017-03-21T00:00:00Z,and,F,BRA,24,Control
8232,26545487.0,2018-03-18T00:00:00Z,and,F,USA,22,Control
8237,49031807.0,2016-12-03T00:00:00Z,and,F,BRA,31,Control
8241,78764165.0,2018-01-30T00:00:00Z,and,F,FRA,19,Control
8243,73673152.0,2018-03-11T00:00:00Z,iOS,M,TUR,34,Control
8244,67660606.0,2018-03-18T00:00:00Z,and,M,TUR,23,Control
8246,76054921.0,2017-02-25T00:00:00Z,and,F,BRA,22,Control
8247,68890774.0,2016-06-17T00:00:00Z,iOS,M,USA,15,Control
8248,67933705.0,2018-03-15T00:00:00Z,and,M,USA,22,Control
8249,12781254.0,2017-11-16T00:00:00Z,and,F,FRA,21,Control
8250,45751197.0,2018-03-13T00:00:00Z,and,F,BRA,20,Control
8251,80598656.0,2017-10-21T00:00:00Z,and,M,TUR,24,Control
8252,58964133.0,2017-12-02T00:00:00Z,iOS,F,USA,17,Control
8253,32783432.0,2018-01-26T00:00:00Z,iOS,M,TUR,20,Control
8254,74095855.0,2018-03-03T00:00:00Z,and,M,CAN,20,Control
8255,65553574.0,2017-12-02T00:00:00Z,and,F,USA,22,Control
8258,65909954.0,2017-03-28T00:00:00Z,iOS,F,USA,16,Control
8260,76004248.0,2016-03-13T00:00:00Z,and,F,BRA,17,Control
8263,97818767.0,2018-02-17T00:00:00Z,iOS,M,BRA,22,Control
8264,95254274.0,2018-01-28T00:00:00Z,and,F,TUR,33,Control
8265,66760694.0,2017-11-23T00:00:00Z,and,M,FRA,19,Control
8267,42332100.0,2017-07-12T00:00:00Z,iOS,M,DEU,16,Control
8270,62120854.0,2017-08-01T00:00:00Z,iOS,F,DEU,15,Control
8272,55618277.0,2017-08-19T00:00:00Z,and,M,USA,33,Control
8274,32505662.0,2018-01-12T00:00:00Z,and,M,FRA,20,Control
8277,52867656.0,2017-11-14T00:00:00Z,and,F,BRA,31,Control
8278,60245500.0,2017-02-15T00:00:00Z,and,F,USA,47,Control
8279,15824573.0,2017-06-19T00:00:00Z,iOS,F,DEU,41,Control
8280,40961043.0,2017-05-07T00:00:00Z,and,M,TUR,29,Control
8282,52635803.0,2017-08-16T00:00:00Z,and,F,DEU,25,Control
8283,22633768.0,2018-02-23T00:00:00Z,iOS,F,CAN,17,Control
8284,56690088.0,2018-01-09T00:00:00Z,and,F,DEU,54,Control
8290,71521972.0,2018-02-08T00:00:00Z,and,M,TUR,28,Control
8291,59754598.0,2018-02-23T00:00:00Z,and,F,TUR,30,Control
8293,29895274.0,2018-01-16T00:00:00Z,and,M,USA,17,Control
8294,19823676.0,2017-07-11T00:00:00Z,iOS,F,BRA,37,Control
8299,17606072.0,2017-03-05T00:00:00Z,iOS,M,DEU,19,Control
8310,32815160.0,2017-09-28T00:00:00Z,and,F,BRA,19,Control
8312,17974068.0,2017-03-01T00:00:00Z,iOS,F,BRA,15,Control
8313,15045890.0,2017-11-02T00:00:00Z,iOS,F,USA,17,Control
8318,68894488.0,2017-10-30T00:00:00Z,and,M,BRA,16,Control
8319,12954966.0,2017-03-11T00:00:00Z,and,M,USA,16,Control
8321,51086491.0,2016-03-31T00:00:00Z,and,F,USA,53,Control
8325,39295915.0,2017-01-26T00:00:00Z,iOS,M,DEU,20,Control
8327,15491951.0,2018-02-22T00:00:00Z,and,F,USA,20,Control
8328,77221566.0,2016-10-08T00:00:00Z,iOS,F,USA,22,Control
8329,53463767.0,2017-08-31T00:00:00Z,and,M,BRA,20,Control
8331,50331673.0,2017-09-12T00:00:00Z,iOS,F,FRA,18,Control
8333,37413720.0,2018-02-23T00:00:00Z,and,F,FRA,15,Control
8334,73241030.0,2017-07-07T00:00:00Z,iOS,M,USA,35,Control
8340,80652944.0,2017-11-05T00:00:00Z,iOS,M,USA,28,Control
8343,12687772.0,2017-11-06T00:00:00Z,iOS,M,DEU,23,Control
8344,86161934.0,2016-12-12T00:00:00Z,and,F,USA,24,Control
8351,72265875.0,2017-02-28T00:00:00Z,iOS,M,FRA,23,Control
8354,51448171.0,2018-02-13T00:00:00Z,iOS,F,BRA,34,Control
8355,45539281.0,2017-12-30T00:00:00Z,iOS,F,CAN,25,Control
8356,89741331.0,2017-11-09T00:00:00Z,iOS,F,FRA,21,Control
8359,99312738.0,2017-05-08T00:00:00Z,iOS,M,BRA,19,Control
8360,79361638.0,2016-02-03T00:00:00Z,iOS,F,CAN,29,Control
8364,27951116.0,2016-11-01T00:00:00Z,iOS,F,BRA,18,Control
8367,37204547.0,2017-12-28T00:00:00Z,and,M,BRA,19,Control
8368,76378013.0,2017-12-09T00:00:00Z,and,F,USA,27,Control
8370,15442886.0,2017-09-04T00:00:00Z,and,F,BRA,22,Control
8375,93683495.0,2018-02-07T00:00:00Z,iOS,M,CAN,20,Control
8382,81478993.0,2015-08-30T00:00:00Z,iOS,M,CAN,25,Control
8385,23613470.0,2017-12-11T00:00:00Z,iOS,F,USA,67,Control
8389,16684727.0,2016-05-09T00:00:00Z,and,F,CAN,17,Control
8390,41635447.0,2017-04-22T00:00:00Z,and,M,BRA,29,Control
8393,75028013.0,2016-07-13T00:00:00Z,iOS,F,USA,45,Control
8395,94098612.0,2018-02-01T00:00:00Z,iOS,M,USA,15,Control
8397,22527508.0,2018-01-27T00:00:00Z,iOS,F,CAN,32,Control
8403,84449823.0,2018-02-11T00:00:00Z,iOS,F,USA,21,Control
8405,16557157.0,2016-09-27T00:00:00Z,and,M,USA,16,Control
8409,79744832.0,2015-11-11T00:00:00Z,and,M,USA,22,Control
8412,62667804.0,2017-08-16T00:00:00Z,and,M,DEU,26,Control
8414,36771356.0,2018-01-23T00:00:00Z,and,F,USA,24,Control
8418,65548995.0,2018-01-25T00:00:00Z,and,F,USA,22,Control
8419,77527025.0,2016-06-17T00:00:00Z,and,F,USA,22,Control
8421,98078975.0,2018-02-14T00:00:00Z,and,F,USA,24,Control
8429,75528753.0,2017-04-05T00:00:00Z,iOS,F,BRA,28,Control
8430,77362822.0,2017-07-11T00:00:00Z,iOS,F,BRA,32,Control
8431,45789060.0,2017-04-05T00:00:00Z,and,M,USA,36,Control
8435,61464835.0,2018-02-12T00:00:00Z,and,F,USA,20,Control
8440,27813705.0,2018-01-29T00:00:00Z,and,M,USA,26,Control
8441,78304678.0,2017-11-29T00:00:00Z,and,M,USA,25,Control
8444,90622996.0,2017-05-13T00:00:00Z,and,M,USA,24,Control
8449,74062146.0,2017-04-12T00:00:00Z,iOS,F,BRA,15,Control
8450,58052589.0,2017-08-10T00:00:00Z,and,F,USA,18,Control
8452,47905180.0,2017-07-01T00:00:00Z,and,M,USA,18,Control
8456,16820062.0,2017-07-13T00:00:00Z,and,F,USA,27,Control
8457,51350620.0,2017-02-03T00:00:00Z,iOS,F,USA,23,Control
8465,81691754.0,2017-10-13T00:00:00Z,iOS,M,USA,49,Control
8466,82617309.0,2016-06-15T00:00:00Z,and,F,BRA,30,Control
8469,43556528.0,2017-12-23T00:00:00Z,iOS,M,FRA,32,Control
8471,17483976.0,2017-04-30T00:00:00Z,and,M,TUR,16,Control
8476,16693913.0,2017-06-26T00:00:00Z,and,F,USA,27,Control
8477,49694379.0,2017-11-01T00:00:00Z,and,M,BRA,30,Control
8478,35036970.0,2015-08-06T00:00:00Z,iOS,F,FRA,23,Control
8479,36965227.0,2018-03-06T00:00:00Z,and,M,DEU,21,Control
8481,97482436.0,2017-04-12T00:00:00Z,iOS,M,TUR,36,Control
8483,76202260.0,2018-02-15T00:00:00Z,and,F,CAN,47,Control
8484,54551870.0,2016-08-19T00:00:00Z,and,F,FRA,16,Control
8486,52295884.0,2018-02-22T00:00:00Z,iOS,F,BRA,22,Control
8488,85920110.0,2018-03-08T00:00:00Z,and,F,BRA,37,Control
8489,80309677.0,2017-01-15T00:00:00Z,and,M,USA,17,Control
8491,43140430.0,2017-08-08T00:00:00Z,and,M,BRA,31,Control
8493,11595209.0,2017-12-26T00:00:00Z,and,F,USA,17,Control
8497,93031896.0,2018-03-02T00:00:00Z,and,F,FRA,42,Control
8499,61782622.0,2017-10-12T00:00:00Z,and,F,BRA,21,Control
8503,17289296.0,2017-12-13T00:00:00Z,iOS,M,TUR,34,Control
8507,25169898.0,2017-11-09T00:00:00Z,iOS,F,USA,38,Control
8510,46646626.0,2016-07-14T00:00:00Z,and,M,USA,17,Control
8512,78170751.0,2017-07-29T00:00:00Z,and,F,BRA,24,Control
8513,97108274.0,2017-09-09T00:00:00Z,and,F,USA,21,Control
8514,58298996.0,2018-01-19T00:00:00Z,iOS,F,BRA,26,Control
8515,76275512.0,2017-11-06T00:00:00Z,and,F,TUR,16,Control
8518,16475395.0,2017-08-01T00:00:00Z,and,M,DEU,35,Control
8519,93323573.0,2016-03-27T00:00:00Z,and,M,USA,43,Control
8522,43878123.0,2017-08-07T00:00:00Z,and,F,BRA,19,Control
8523,25840901.0,2017-07-28T00:00:00Z,and,F,DEU,15,Control
8525,38757731.0,2016-07-06T00:00:00Z,iOS,F,USA,26,Control
8527,27287410.0,2015-07-09T00:00:00Z,iOS,M,FRA,26,Control
8534,77684793.0,2016-04-20T00:00:00Z,iOS,M,FRA,36,Control
8535,94655584.0,2017-05-20T00:00:00Z,iOS,F,FRA,17,Control
8536,18294248.0,2017-11-04T00:00:00Z,and,M,DEU,16,Control
8540,60930778.0,2016-04-13T00:00:00Z,iOS,F,USA,33,Control
8543,97021895.0,2015-07-29T00:00:00Z,iOS,F,BRA,20,Control
8547,23012441.0,2017-02-25T00:00:00Z,and,M,USA,28,Control
8562,29934400.0,2016-01-03T00:00:00Z,iOS,F,BRA,37,Control
8565,23366818.0,2016-10-08T00:00:00Z,and,M,USA,25,Control
8570,39550614.0,2016-03-11T00:00:00Z,iOS,M,USA,17,Control
8571,47434372.0,2016-10-18T00:00:00Z,and,F,USA,26,Control
8572,63292709.0,2016-10-25T00:00:00Z,iOS,F,DEU,16,Control
8573,25124781.0,2017-01-25T00:00:00Z,and,M,DEU,19,Control
8574,28061077.0,2015-11-02T00:00:00Z,and,M,USA,15,Control
8577,87984766.0,2017-07-29T00:00:00Z,and,F,BRA,39,Control
8578,76280581.0,2018-03-17T00:00:00Z,and,F,DEU,18,Control
8579,95808370.0,2017-02-19T00:00:00Z,iOS,F,USA,15,Control
8580,97433936.0,2017-05-07T00:00:00Z,and,M,CAN,15,Control
8583,45454642.0,2017-12-22T00:00:00Z,and,M,BRA,25,Control
8586,19505953.0,2018-02-24T00:00:00Z,iOS,M,USA,42,Control
8589,25668485.0,2016-08-11T00:00:00Z,iOS,F,BRA,15,Control
8593,72019071.0,2017-11-15T00:00:00Z,iOS,F,USA,26,Control
8595,15266932.0,2017-04-09T00:00:00Z,and,M,BRA,25,Control
8598,72975331.0,2017-08-03T00:00:00Z,iOS,M,DEU,37,Control
8599,52371181.0,2016-04-17T00:00:00Z,and,M,FRA,20,Control
8602,99192391.0,2017-02-19T00:00:00Z,and,F,BRA,19,Control
8603,25616787.0,2015-12-29T00:00:00Z,and,F,USA,22,Control
8606,38706522.0,2017-12-28T00:00:00Z,and,M,BRA,16,Control
8607,13566655.0,2016-06-02T00:00:00Z,iOS,M,TUR,43,Control
8609,42807629.0,2017-10-23T00:00:00Z,iOS,F,DEU,35,Control
8610,94694200.0,2017-11-07T00:00:00Z,iOS,M,USA,17,Control
8611,40155529.0,2017-11-12T00:00:00Z,iOS,M,BRA,19,Control
8615,41454455.0,2017-12-26T00:00:00Z,and,M,USA,17,Control
8618,13683296.0,2016-07-20T00:00:00Z,iOS,M,USA,43,Control
8619,80296223.0,2018-01-01T00:00:00Z,iOS,M,TUR,16,Control
8620,18109124.0,2018-01-22T00:00:00Z,and,M,USA,23,Control
8623,87866447.0,2017-10-18T00:00:00Z,and,M,USA,26,Control
8624,48932866.0,2017-12-12T00:00:00Z,iOS,M,USA,18,Control
8625,83572413.0,2018-03-12T00:00:00Z,and,M,CAN,21,Control
8626,80963852.0,2017-03-22T00:00:00Z,and,F,USA,16,Control
8630,13764258.0,2016-05-21T00:00:00Z,iOS,F,BRA,26,Control
8632,65885879.0,2017-06-26T00:00:00Z,iOS,F,CAN,19,Control
8633,62348201.0,2017-10-14T00:00:00Z,and,F,DEU,29,Control
8639,86948692.0,2015-11-16T00:00:00Z,and,M,USA,18,Control
8640,81117953.0,2017-02-22T00:00:00Z,iOS,F,USA,30,Control
8641,57279920.0,2017-06-25T00:00:00Z,iOS,M,TUR,28,Control
8646,70087646.0,2017-10-11T00:00:00Z,and,M,DEU,24,Control
8648,19123810.0,2018-01-11T00:00:00Z,and,M,BRA,15,Control
8649,55199032.0,2017-10-25T00:00:00Z,iOS,M,BRA,16,Control
8650,37974774.0,2015-11-18T00:00:00Z,and,M,BRA,15,Control
8652,56071638.0,2016-12-03T00:00:00Z,iOS,F,CAN,23,Control
8653,55100393.0,2018-03-13T00:00:00Z,iOS,F,USA,19,Control
8656,14208912.0,2017-07-25T00:00:00Z,iOS,F,BRA,37,Control
8658,38864135.0,2017-07-16T00:00:00Z,iOS,M,USA,32,Control
8663,43920862.0,2018-01-26T00:00:00Z,iOS,M,BRA,26,Control
8665,85936631.0,2017-02-19T00:00:00Z,and,M,BRA,22,Control
8668,65813605.0,2018-01-11T00:00:00Z,and,F,USA,44,Control
8670,95075236.0,2016-03-15T00:00:00Z,and,F,TUR,17,Control
8672,69445559.0,2018-01-14T00:00:00Z,and,F,BRA,16,Control
8673,63749024.0,2017-06-13T00:00:00Z,and,F,DEU,20,Control
8675,25147571.0,2017-05-02T00:00:00Z,and,F,FRA,15,Control
8685,28745497.0,2016-12-15T00:00:00Z,iOS,M,USA,27,Control
8686,35788309.0,2018-03-07T00:00:00Z,and,M,USA,32,Control
8687,55787011.0,2017-06-18T00:00:00Z,iOS,M,DEU,28,Control
8693,80540721.0,2016-08-10T00:00:00Z,iOS,M,USA,22,Control
8694,92006338.0,2016-04-19T00:00:00Z,and,M,BRA,28,Control
8696,73176978.0,2017-10-22T00:00:00Z,and,F,BRA,37,Control
8697,73519716.0,2018-02-09T00:00:00Z,and,M,USA,47,Control
8701,24597062.0,2017-06-24T00:00:00Z,and,M,FRA,15,Control
8703,55748886.0,2017-06-21T00:00:00Z,and,M,TUR,35,Control
8706,16963917.0,2017-02-23T00:00:00Z,iOS,M,DEU,20,Control
8707,13262016.0,2017-07-08T00:00:00Z,and,M,BRA,17,Control
8708,40072576.0,2017-08-01T00:00:00Z,and,F,USA,15,Control
8709,50712436.0,2016-04-01T00:00:00Z,and,F,USA,17,Control
8710,50370725.0,2016-05-13T00:00:00Z,iOS,F,USA,20,Control
8711,90803218.0,2016-02-17T00:00:00Z,and,F,USA,21,Control
8712,38746271.0,2016-12-30T00:00:00Z,and,F,BRA,22,Control
